score,flags,address,borough,zip,units,year_built,bldg_class,owner,per_door,market_value,value_basis,assessed_value_est,last_sale_price,last_sale_date,under_70k_door,low_rate_mtge_date,low_rate_mtge_amt,est_maturity_10yr,months_to_maturity,maturing_soon,lender,bbl,acris_mortgage_url,acris_parcel_url,pluto_url,lat,lon
85.9,maturing soon (est.),2957 BAINBRIDGE AVENUE,Bronx,10458,23,1902,C5,2955-57 BAINBRIDGE AVE REALTY CORP,20217,465000,assessed/0.45,465000,,,True,2017-02-10,1012785.45,2027-02-10,7,True,NEW YORK COMMUNITY BANK,2032980045,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017022101233001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3298&lot=45,https://zola.planning.nyc.gov/l/lot/2/3298/45,40.8709933,-73.8848608
82.6,maturing soon (est.); satisfaction recorded since,3195 DECATUR AVENUE,Bronx,10467,47,1927,C1,3195 DECATUR LLC,25340,1191000,assessed/0.45,1191000,,,True,2017-02-15,168097.4,2027-02-15,7,True,THE FIRST NATIONAL BANK OF LONG ISLAND,2033500040,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017022200801001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3350&lot=40,https://zola.planning.nyc.gov/l/lot/2/3350/40,40.8738687,-73.8758740
82.0,maturing soon (est.),1155 EVERGREEN AVENUE,Bronx,10472,39,1930,C1,EVERGREEN ESTATES HOUSING DEVELOPMENT FU ND COMPANY,26308,1026000,assessed/0.45,1026000,,,True,2016-12-08,13694000.0,2026-12-08,5,True,BERKELEY POINT CAPITAL LLC,2037370058,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121400584001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3737&lot=58,https://zola.planning.nyc.gov/l/lot/2/3737/58,40.8271839,-73.8810450
81.6,maturing soon (est.),1175 EVERGREEN AVENUE,Bronx,10472,39,1930,C1,EVERGREEN ESTATES HOUSING DEVELOPMENT FU ND COMPANY,26949,1051000,assessed/0.45,1051000,,,True,2016-12-08,13694000.0,2026-12-08,5,True,BERKELEY POINT CAPITAL LLC,2037370049,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121400584001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3737&lot=49,https://zola.planning.nyc.gov/l/lot/2/3737/49,40.8277934,-73.8811849
81.3,maturing soon (est.); satisfaction recorded since,1314 GRAND CONCOURSE,Bronx,10456,39,1923,C1,1314 GRAND CONCOURSE REALTY CORP.,27385,1068000,assessed/0.45,1068000,,,True,2016-12-14,2000000.0,2026-12-14,5,True,DIME COMMUNITY BANK,2028310009,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016122100746001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2831&lot=9,https://zola.planning.nyc.gov/l/lot/2/2831/9,40.8368725,-73.9147885
81.1,maturing soon (est.),50 EAST 196 STREET,Bronx,10468,43,1931,D1,50 EAST 196 ST LLC,27605,1187000,assessed/0.45,1187000,,,True,2017-02-23,892941.69,2027-02-23,7,True,SIGNATURE BANK,2033160030,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017030100935001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3316&lot=30,https://zola.planning.nyc.gov/l/lot/2/3316/30,40.8684778,-73.8949346
81.0,maturing soon (est.),1234 STRATFORD AVENUE,Bronx,10472,38,1928,C1,1234 STRATFORD LLC,27868,1059000,assessed/0.45,1059000,,,True,2017-02-23,969803.97,2027-02-23,7,True,SIGNATURE BANK,2037770015,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017030100935007,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3777&lot=15,https://zola.planning.nyc.gov/l/lot/2/3777/15,40.8302054,-73.8754423
77.2,maturing soon (est.),2704 UNIVERSITY AVENUE,Bronx,10468,38,1926,C1,2704 UNIVERSITY AVE CORP,31947,1214000,assessed/0.45,1214000,,,True,2017-03-30,1682574.37,2027-03-30,8,True,NEW YORK COMMUNITY BANK,2032480014,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017040500281001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3248&lot=14,https://zola.planning.nyc.gov/l/lot/2/3248/14,40.8689025,-73.9002235
77.0,maturing soon (est.); satisfaction recorded since,831 HOME STREET,Bronx,10459,20,1910,C1,831 HOME STREET LLC,28850,577000,assessed/0.45,577000,,,True,2017-05-24,7200000.0,2027-05-24,10,True,SANTANDER BANK N.A.,2026810032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017060500599006,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2681&lot=32,https://zola.planning.nyc.gov/l/lot/2/2681/32,40.8281066,-73.8987815
76.9,maturing soon (est.),119 EAST 100 STREET,Manhattan,10029,20,1910,C1,LOTT LEGACY APARTMENTS HOUSING DEVELOPME NT FUND,27300,546000,assessed/0.45,546000,,,True,2017-06-29,265589.0,2027-06-29,11,True,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION,1016280010,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017071200481030,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1628&lot=10,https://zola.planning.nyc.gov/l/lot/1/1628/10,40.7888685,-73.9495217
76.9,maturing soon (est.),3050 GRAND CONCOURSE,Bronx,10458,30,1928,C7,"3050 GRAND CONCOURSE, LLC",25500,765000,assessed/0.45,765000,,,True,2017-07-26,1033580.58,2027-07-26,12,True,APPLE BANK FOR SAVINGS,2033090001,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017073100749001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3309&lot=1,https://zola.planning.nyc.gov/l/lot/2/3309/1,40.8743623,-73.8861169
76.5,maturing soon (est.),2950 BAINBRIDGE AVENUE,Bronx,10458,33,1926,D1,"DUFFERIN ASSOCIATES,",26212,865000,assessed/0.45,865000,,,True,2017-07-26,1359341.94,2027-07-26,12,True,APPLE BANK FOR SAVINGS,2032920075,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017080100149001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3292&lot=75,https://zola.planning.nyc.gov/l/lot/2/3292/75,40.8704140,-73.8846665
76.4,maturing soon (est.),1655 MONROE AVENUE,Bronx,10457,42,1930,D1,"1655 MONROE REALTY,",34976,1469000,assessed/0.45,1469000,,,True,2016-12-15,345870.77,2026-12-15,5,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2027920018,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016122000450001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2792&lot=18,https://zola.planning.nyc.gov/l/lot/2/2792/18,40.8431766,-73.9070749
76.3,maturing soon (est.),2474 GRAND AVENUE,Bronx,10468,43,1926,C1,2474 GRAND AVE CORP,26465,1138000,assessed/0.45,1138000,,,True,2017-07-26,1027125.83,2027-07-26,12,True,APPLE BANK FOR SAVINGS,2032030016,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017073100215002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3203&lot=16,https://zola.planning.nyc.gov/l/lot/2/3203/16,40.8637085,-73.9022740
76.2,maturing soon (est.),2472 GRAND AVENUE,Bronx,10468,42,1926,C1,2472 GRAND AVE CORP,26690,1121000,assessed/0.45,1121000,,,True,2017-07-26,958396.87,2027-07-26,12,True,APPLE BANK FOR SAVINGS,2032030012,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017073100686002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3203&lot=12,https://zola.planning.nyc.gov/l/lot/2/3203/12,40.8634699,-73.9024551
76.1,maturing soon (est.),1791 PROSPECT AVENUE,Bronx,10457,32,1931,C1,CROTONA PARK NORTH II APTS HOUSING DEV F UND CO INC,31969,1023000,assessed/0.45,1023000,,,True,2016-10-25,1825000.0,2026-10-25,3,True,"CITIBANK, N.A.",2029480044,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016102600551004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2948&lot=44,https://zola.planning.nyc.gov/l/lot/2/2948/44,40.8415304,-73.8920388
75.8,maturing soon (est.),1414 WEST 5 STREET,Brooklyn,11204,31,1927,C1,"WEST 5TH STREET, LLC",28968,898000,assessed/0.45,898000,,,True,2017-06-22,1527797.5,2027-06-22,11,True,"CAPITAL ONE, NATIONAL ASSOCIATION",3065790018,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017062700732003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6579&lot=18,https://zola.planning.nyc.gov/l/lot/3/6579/18,40.6121753,-73.9797512
74.8,maturing soon (est.),150 EAST 165 STREET,Bronx,10452,29,1928,C7,BERDO HOLDING CORP.,37483,1087000,assessed/0.45,1087000,,,True,2017-02-21,1074228.0,2027-02-21,7,True,ASTORIA BANK,2024710021,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017022401019001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2471&lot=21,https://zola.planning.nyc.gov/l/lot/2/2471/21,40.8308908,-73.9211669
74.5,maturing soon (est.); est. already matured,2600 BRIGGS AVENUE,Bronx,10458,35,1922,C1,CRESTON HEIGHTS HOUSING DEVELOPMENT FUND  CORP.,25771,902000,assessed/0.45,902000,,,True,2016-05-31,5983629.0,2026-05-31,-2,True,THE CITY OF NEW YORK THROUGH HPD,2032930039,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016060300738006,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3293&lot=39,https://zola.planning.nyc.gov/l/lot/2/3293/39,40.8642327,-73.8929854
74.5,maturing soon (est.); est. already matured,2044 EAST 18 STREET,Brooklyn,11229,43,1963,D1,EDMD REALTY LLC,27535,1184000,assessed/0.45,1184000,,,True,2016-06-29,1196724.9,2026-06-29,-1,True,"CAPITAL ONE, NATIONAL ASSOCIATION",3073220023,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016070100365001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=7322&lot=23,https://zola.planning.nyc.gov/l/lot/3/7322/23,40.6002692,-73.9540900
74.2,maturing soon (est.); est. already matured,180 EDGECOMBE AVENUE,Manhattan,10030,42,1920,D1,"ECDO COMMUNITY PARTNERSHIP HDFC, INC.",22786,957000,assessed/0.45,957000,,,True,2016-03-15,5214848.0,2026-03-15,-4,True,THE CITY OF NEW YORK,1020510098,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016031800169005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2051&lot=98,https://zola.planning.nyc.gov/l/lot/1/2051/98,40.8219373,-73.9444347
74.0,maturing soon (est.),1145 EVERGREEN AVENUE,Bronx,10472,40,1930,C1,EVERGREEN ESTATES HOUSING DEVELOPMENT FU ND COMPANY,38725,1549000,assessed/0.45,1549000,,,True,2016-12-08,13694000.0,2026-12-08,5,True,BERKELEY POINT CAPITAL LLC,2037370062,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121400584001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3737&lot=62,https://zola.planning.nyc.gov/l/lot/2/3737/62,40.8268792,-73.8809769
73.9,maturing soon (est.),3220 PERRY AVENUE,Bronx,10467,28,1927,C1,3220 PERRY LLC,38929,1090000,assessed/0.45,1090000,,,True,2017-02-10,1725337.42,2027-02-10,7,True,NEW YORK COMMUNITY BANK,2033460017,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017022200255001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3346&lot=17,https://zola.planning.nyc.gov/l/lot/2/3346/17,40.8752444,-73.8764536
73.7,maturing soon (est.),147 BEACH 113 STREET,Queens,11694,25,1930,C5,113 ROCK HOTEL CORP,25280,632000,assessed/0.45,632000,,,True,2017-10-24,60703.15,2027-10-24,15,True,FLUSHING BANK,4161860032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017102601391001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=16186&lot=32,https://zola.planning.nyc.gov/l/lot/4/16186/32,40.5791196,-73.8340434
73.6,maturing soon (est.),1201 UNIVERSITY AVENUE,Bronx,10452,34,1927,C1,BO KNOWS JY L.P.,39324,1337000,assessed/0.45,1337000,,,True,2017-02-07,803015.51,2027-02-07,7,True,CUSTOMERS BANK,2025280046,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017021000424004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2528&lot=46,https://zola.planning.nyc.gov/l/lot/2/2528/46,40.8381575,-73.9276344
73.6,maturing soon (est.); satisfaction recorded since,827 HOME STREET,Bronx,10459,20,1910,C1,827 HOME STREET LLC,34200,684000,assessed/0.45,684000,,,True,2017-05-24,7200000.0,2027-05-24,10,True,SANTANDER BANK N.A.,2026810033,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017060500599006,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2681&lot=33,https://zola.planning.nyc.gov/l/lot/2/2681/33,40.8280848,-73.8989370
73.5,maturing soon (est.),1210 NELSON AVENUE,Bronx,10452,35,1926,C1,JERILISA REALTY GROUP LLC,35971,1259000,assessed/0.45,1259000,,,True,2017-04-10,417405.29,2027-04-10,9,True,RIDGEWOOD SAVINGS BANK,2025150014,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017041300171002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2515&lot=14,https://zola.planning.nyc.gov/l/lot/2/2515/14,40.8374423,-73.9251705
73.2,maturing soon (est.),494 EAST 167 STREET,Bronx,10456,20,1907,C7,"163RD STREET BRONX HOUSING DEVELOPMENT F UND CO,INC",33000,660000,assessed/0.45,660000,,,True,2017-06-26,1917172.0,2027-06-26,11,True,CPC FUNDING SPE 1 LLC,2023710029,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017071100047017,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2371&lot=29,https://zola.planning.nyc.gov/l/lot/2/2371/29,40.8294532,-73.9072242
73.0,maturing soon (est.),65 JESUP PLACE,Bronx,10452,38,1926,C1,65 JESUP REALTY LLC,41947,1594000,assessed/0.45,1594000,,,True,2017-01-20,3712584.97,2027-01-20,6,True,INVESTORS BANK,2028720200,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017020200776003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2872&lot=200,https://zola.planning.nyc.gov/l/lot/2/2872/200,40.8423493,-73.9202244
72.8,maturing soon (est.),756 EAST 175 STREET,Bronx,10457,38,1931,C1,CROTONA PARK NORTH II APTS HOUSING DEV F UND CO INC,37184,1413000,assessed/0.45,1413000,,,True,2016-10-25,1825000.0,2026-10-25,3,True,"CITIBANK, N.A.",2029480040,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016102600551004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2948&lot=40,https://zola.planning.nyc.gov/l/lot/2/2948/40,40.8416840,-73.8918796
72.7,maturing soon (est.),2432 UNIVERSITY AVENUE,Bronx,10468,45,1921,C1,MT. SHARON HOUSING DEVELOPMENT FUND CORP ORATION,30356,1366000,assessed/0.45,1366000,,,True,2017-08-24,1107009.0,2027-08-24,13,True,THE CITY OF NEW YORK ACTING THROUGH DEPARTMENT OF,2032130014,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017082900381006,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3213&lot=14,https://zola.planning.nyc.gov/l/lot/2/3213/14,40.8637783,-73.9037309
72.0,maturing soon (est.),8402 4 AVENUE,Brooklyn,11209,39,1923,C1,PERTHORI REALTY INC,34949,1363000,assessed/0.45,1363000,,,True,2017-06-14,1475036.24,2027-06-14,11,True,ASTORIA BANK,3060250032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017061500791001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6025&lot=32,https://zola.planning.nyc.gov/l/lot/3/6025/32,40.6242342,-74.0281272
71.8,maturing soon (est.),2051 WEBSTER AVENUE,Bronx,10457,29,1928,C7,ASHER 26 MANAGEMENT LLC,35172,1020000,assessed/0.45,1020000,,,True,2016-08-19,837638.95,2026-08-19,1,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2031420058,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016082500534001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3142&lot=58,https://zola.planning.nyc.gov/l/lot/2/3142/58,40.8514479,-73.8990822
71.6,maturing soon (est.),4610 18 AVENUE,Brooklyn,11204,42,1931,C7,JAC 46,42524,1786000,assessed/0.45,1786000,,,True,2016-12-14,1106484.87,2026-12-14,5,True,DIME COMMUNITY BANK,3054380036,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016122000526001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5438&lot=36,https://zola.planning.nyc.gov/l/lot/3/5438/36,40.6299121,-73.9795693
71.5,maturing soon (est.); est. already matured,666 WILLOUGHBY AVENUE,Brooklyn,11206,48,1931,D1,IMPACCT HOUSING DEVELOPMENT FUND CORPORA TION,11521,553000,assessed/0.45,553000,,,True,2015-06-30,326410.0,2025-06-30,-13,True,SPORT L.P.,3017690011,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015070200141070,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=1769&lot=11,https://zola.planning.nyc.gov/l/lot/3/1769/11,40.6943964,-73.9425540
71.4,maturing soon (est.); est. already matured,2034 GRAND CONCOURSE,Bronx,10457,46,1919,C1,SHYPRI REALTY CORP,30739,1414000,assessed/0.45,1414000,,,True,2016-05-17,2110351.04,2026-05-17,-2,True,"CAPITAL ONE, N.A.",2028130009,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016052600620001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2813&lot=9,https://zola.planning.nyc.gov/l/lot/2/2813/9,40.8519237,-73.9034263
71.3,maturing soon (est.),938 INTERVALE AVENUE,Bronx,10459,27,1937,C7,"ETROG PROPERTIES, LLC",39481,1066000,assessed/0.45,1066000,,,True,2016-10-20,1882761.6,2026-10-20,3,True,ORITANI  FINANCE COMPANY,2027030014,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016102801141003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2703&lot=14,https://zola.planning.nyc.gov/l/lot/2/2703/14,40.8207214,-73.8965852
71.2,maturing soon (est.),160 FENIMORE STREET,Brooklyn,11225,48,1926,C1,NEAMON FENIMORE LLC,37833,1816000,assessed/0.45,1816000,,,True,2016-09-28,4450000.0,2026-09-28,2,True,"JPMORGAN CHASE BANK, N.A.",3050420050,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016100400386005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5042&lot=50,https://zola.planning.nyc.gov/l/lot/3/5042/50,40.6580537,-73.9572832
71.2,maturing soon (est.); financed/sold since (may be refinanced),154 BEACH 114 STREET,Queens,11694,23,1930,C5,BEACH 114TH PARTNERS LLC,19696,453000,assessed/0.45,453000,,,True,2016-12-22,173877.97,2026-12-22,5,True,ESQUIRE BANK,4161860058,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017010200092002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=16186&lot=58,https://zola.planning.nyc.gov/l/lot/4/16186/58,40.5791587,-73.8344609
71.1,maturing soon (est.); est. already matured,1480 OCEAN AVENUE,Brooklyn,11230,44,1936,D1,1480 OCEAN REALTY LLC,31136,1370000,assessed/0.45,1370000,,,True,2016-05-19,1924437.24,2026-05-19,-2,True,RIDGEWOOD SAVINGS BANK,3067120090,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016052300274003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6712&lot=90,https://zola.planning.nyc.gov/l/lot/3/6712/90,40.6260851,-73.9568678
71.0,maturing soon (est.),1135 EVERGREEN AVENUE,Bronx,10472,39,1930,C1,EVERGREEN ESTATES HOUSING DEVELOPMENT FU ND COMPANY,43410,1693000,assessed/0.45,1693000,,,True,2016-12-08,13694000.0,2026-12-08,5,True,BERKELEY POINT CAPITAL LLC,2037370066,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121400584001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3737&lot=66,https://zola.planning.nyc.gov/l/lot/2/3737/66,40.8265745,-73.8809052
70.9,maturing soon (est.); est. already matured,3336 PERRY AVENUE,Bronx,10467,27,1926,C1,3336 MK REALTY GROUP LLC,33111,894000,assessed/0.45,894000,,,True,2016-06-16,3000000.0,2026-06-16,-1,True,INVESTORS BANK,2033480020,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016062200443002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3348&lot=20,https://zola.planning.nyc.gov/l/lot/2/3348/20,40.8779567,-73.8744488
70.8,maturing soon (est.),903 LENOX ROAD,Brooklyn,11203,42,1928,C1,903 REALTY LLC,41905,1760000,assessed/0.45,1760000,,,True,2016-11-15,1847838.27,2026-11-15,4,True,"CAPITAL ONE, NATIONAL ASSOCIATION",3046420029,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016112200010001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=4642&lot=29,https://zola.planning.nyc.gov/l/lot/3/4642/29,40.6558830,-73.9256553
70.8,maturing soon (est.),148-42 150 STREET,Queens,11435,32,1931,C1,148 STREET LLC,40219,1287000,assessed/0.45,1287000,,,True,2016-10-03,509292.72,2026-10-03,3,True,FLUSHING BANK,4096810067,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016101200759001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9681&lot=67,https://zola.planning.nyc.gov/l/lot/4/9681/67,40.7044137,-73.8058841
70.7,maturing soon (est.),2886 BRIGGS AVENUE,Bronx,10458,31,1925,C1,GONA REALTY LLC,33548,1040000,assessed/0.45,1040000,,,True,2017-08-30,952815.56,2027-08-30,13,True,GREYSTONE SERVICING CORPORATION INC.,2032960027,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017090500789004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3296&lot=27,https://zola.planning.nyc.gov/l/lot/2/3296/27,40.8697361,-73.8874626
70.7,maturing soon (est.),2559 WEBSTER AVENUE,Bronx,10458,42,1915,C7,2563 WEBSTER LLC,43881,1843000,assessed/0.45,1843000,,,True,2017-02-23,1226296.77,2027-02-23,7,True,SIGNATURE BANK,2032750108,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017030100935004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3275&lot=108,https://zola.planning.nyc.gov/l/lot/2/3275/108,40.8626413,-73.8906055
70.4,maturing soon (est.),216 BRADHURST AVENUE,Manhattan,10039,24,1910,C1,216 PARK LLC,44250,1062000,assessed/0.45,1062000,,,True,2016-12-29,665000.0,2026-12-29,5,True,FIRST REPUBLC  BANK,1020460051,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017010901489002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2046&lot=51,https://zola.planning.nyc.gov/l/lot/1/2046/51,40.8278633,-73.9391832
70.3,maturing soon (est.),2315 ANDREWS AVENUE NORTH,Bronx,10468,38,1921,C1,"2315 ASSOCIATES, LC",35842,1362000,assessed/0.45,1362000,,,True,2016-07-28,54498.02,2026-07-28,0,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2032250128,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016080300305001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3225&lot=128,https://zola.planning.nyc.gov/l/lot/2/3225/128,40.8618052,-73.9074176
70.1,maturing soon (est.),1102 WASHINGTON AVENUE,Bronx,10456,31,1910,C1,"163RD STREET BRONX HOUSING DEVELOPMENT F UND CO,INC",37903,1175000,assessed/0.45,1175000,,,True,2017-06-26,1917172.0,2027-06-26,11,True,CPC FUNDING SPE 1 LLC,2023710006,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017071100047017,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2371&lot=6,https://zola.planning.nyc.gov/l/lot/2/2371/6,40.8285837,-73.9080384
70.0,maturing soon (est.),441 EAST 116 STREET,Manhattan,10029,30,1910,C1,LOTT LEGACY APARTMENTS HOUSING DEVELOPME NT FUND,38067,1142000,assessed/0.45,1142000,,,True,2017-06-29,265589.0,2027-06-29,11,True,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION,1017100019,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017071200481030,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1710&lot=19,https://zola.planning.nyc.gov/l/lot/1/1710/19,40.7955851,-73.9336832
69.7,maturing soon (est.),687 86 STREET,Brooklyn,11228,20,1931,C1,"687-86TH STREET GROUP, LLC",43700,874000,assessed/0.45,874000,,,True,2017-03-29,48738.47,2027-03-29,8,True,"JPMORGAN CHASE BANK, N.A.",3060370074,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017033100037004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6037&lot=74,https://zola.planning.nyc.gov/l/lot/3/6037/74,40.6193526,-74.0221061
69.7,maturing soon (est.); est. already matured,174 GRAFTON STREET,Brooklyn,11212,23,1930,C1,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC.",24696,568000,assessed/0.45,568000,,,True,2015-12-30,2179821.0,2025-12-30,-7,True,"ENTERPRISE COMMUNITY LOAN FUND, INC.",3035510032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016011300195037,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=3551&lot=32,https://zola.planning.nyc.gov/l/lot/3/3551/32,40.6639010,-73.9183148
