score,flags,address,borough,zip,units,year_built,bldg_class,owner,per_door,market_value,value_basis,assessed_value_est,last_sale_price,last_sale_date,under_70k_door,low_rate_mtge_date,low_rate_mtge_amt,est_maturity_10yr,months_to_maturity,maturing_soon,lender,bbl,acris_mortgage_url,acris_parcel_url,pluto_url,lat,lon
15.9,no low-rate-era mortgage found,2121 82 STREET,Brooklyn,11214,48,1935,D1,HOLLOW SHELL CORP,45292,2174000,assessed/0.45,2174000,,,True,,,,,False,,3062990062,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6299&lot=62,https://zola.planning.nyc.gov/l/lot/3/6299/62,40.6053890,-73.9929378
15.9,no low-rate-era mortgage found,318 ROCHESTER AVENUE,Brooklyn,11213,34,1923,C1,CASCADE PROPERTY MANAGEMENT LLC,45235,1538000,assessed/0.45,1538000,,,True,,,,,False,,3014030048,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=1403&lot=48,https://zola.planning.nyc.gov/l/lot/3/1403/48,40.6671660,-73.9287896
15.9,no low-rate-era mortgage found,390 OCEAN PARKWAY,Brooklyn,11218,41,1937,D1,390 OCEAN PARKWAY LLC,45293,1857000,assessed/0.45,1857000,,,True,,,,,False,,3053740034,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5374&lot=34,https://zola.planning.nyc.gov/l/lot/3/5374/34,40.6393201,-73.9740103
15.9,no low-rate-era mortgage found,590 WILLIAMS AVENUE,Brooklyn,11207,23,1930,C7,"590 WILLIAMS, LLC",45217,1040000,assessed/0.45,1040000,,,True,,,,,False,,3038350046,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=3835&lot=46,https://zola.planning.nyc.gov/l/lot/3/3835/46,40.6612657,-73.8973010
15.9,no low-rate-era mortgage found,22-75 35 STREET,Queens,11105,42,1931,C7,POLYVOTIS 1 LLC,45238,1900000,assessed/0.45,1900000,,,True,,,,,False,,4008220001,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=822&lot=1,https://zola.planning.nyc.gov/l/lot/4/822/1,40.7731121,-73.9106315
15.9,bulk-sale price ignored; no low-rate-era mortgage found,39-30 47 AVENUE,Queens,11104,20,1949,C1,SUNNYSIDE 47 LLC,45250,905000,"assessed/0.45 (sale $9,811,125 looks like bulk)",905000,9811125,2024-06-07,True,,,,,False,,4001990024,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=199&lot=24,https://zola.planning.nyc.gov/l/lot/4/199/24,40.7416404,-73.9254225
15.9,est. already matured,25-34 43 STREET,Queens,11103,20,1928,C1,2534 43RD LLC,68650,1373000,assessed/0.45,1373000,,,True,2013-12-18,481000.14,2023-12-18,-31,False,FLUSHING BANK,4007010056,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2014021100639006,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=701&lot=56,https://zola.planning.nyc.gov/l/lot/4/701/56,40.7661044,-73.9102257
15.9,est. already matured; satisfaction recorded since,60-52 MADISON STREET,Queens,11385,48,1920,C1,60-52 MADISON STREETASSOCIATES,68583,3292000,assessed/0.45,3292000,,,True,2012-02-06,117430.31,2022-02-06,-53,False,ASTORIA FEDERAL SAVINGS AND LOAN ASSOCIATION,4035300039,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2012020901184002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=3530&lot=39,https://zola.planning.nyc.gov/l/lot/4/3530/39,40.7066156,-73.8982086
15.9,bulk-sale price ignored; no low-rate-era mortgage found,109-44 LEFFERTS BOULEVARD,Queens,11420,33,1925,C1,"109-44 LEFFERTS BLVD, LLC",45212,1492000,"assessed/0.45 (sale $4,000,000 looks like bulk)",1492000,4000000,2023-05-09,True,,,,,False,,4115990028,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=11599&lot=28,https://zola.planning.nyc.gov/l/lot/4/11599/28,40.6808537,-73.8218671
15.8,maturing soon (est.),11 EAST 109 STREET,Manhattan,10029,24,1925,C1,HOPE EAST OF FIFTH HOUSING DEVELOPMENT F UND CO INC,68792,1651000,assessed/0.45,1651000,,,True,2019-10-07,4456295.0,2029-10-07,39,True,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION,1016150009,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019101001290001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1615&lot=9,https://zola.planning.nyc.gov/l/lot/1/1615/9,40.7960923,-73.9488047
15.8,no low-rate-era mortgage found,1516 AMSTERDAM AVENUE,Manhattan,10031,20,1905,C7,FARIBA ENTERPRISES INC,45350,907000,assessed/0.45,907000,,,True,,,,,False,,1019880036,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1988&lot=36,https://zola.planning.nyc.gov/l/lot/1/1988/36,40.8188697,-73.9526711
15.8,bulk-sale price ignored; maturing soon (est.),633 WEST 171 STREET,Manhattan,10032,31,1914,C1,633 W 171 WH REALTY LLC,68710,2130000,"assessed/0.45 (sale $6,000,000 looks like bulk)",2130000,6000000,2021-01-21,True,2021-01-21,1587831.7,2031-01-21,54,True,STERLING NATIONAL BANK,1021420063,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021012700135009,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2142&lot=63,https://zola.planning.nyc.gov/l/lot/1/2142/63,40.8437253,-73.9398011
15.8,no low-rate-era mortgage found,2294 GRAND AVENUE,Bronx,10468,50,1923,C1,SAMMON-BUILD CENTER/ETC,45480,2274000,assessed/0.45,2274000,,,True,,,,,False,,2031980001,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3198&lot=1,https://zola.planning.nyc.gov/l/lot/2/3198/1,40.8597446,-73.9049550
15.8,maturing soon (est.),1346 SHERIDAN AVENUE,Bronx,10456,35,1915,C1,1348 LLC,68771,2407000,assessed/0.45,2407000,,,True,2019-08-12,87587.71,2029-08-12,37,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2028300021,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019081600327003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2830&lot=21,https://zola.planning.nyc.gov/l/lot/2/2830/21,40.8372776,-73.9132774
15.8,no low-rate-era mortgage found,1645 MACOMBS ROAD,Bronx,10453,48,1925,D7,UNIMAC DEVELOPER LP,45396,2179000,assessed/0.45,2179000,,,True,,,,,False,,2028760194,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2876&lot=194,https://zola.planning.nyc.gov/l/lot/2/2876/194,40.8475452,-73.9166110
15.8,no low-rate-era mortgage found,223 EAST 179 STREET,Bronx,10457,31,1920,C1,FOUR BROTHERS REALTY MANAGEMENT LLC,45355,1406000,assessed/0.45,1406000,,,True,,,,,False,,2028120003,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2812&lot=3,https://zola.planning.nyc.gov/l/lot/2/2812/3,40.8510839,-73.9035432
15.8,no low-rate-era mortgage found,111 EAST 182 STREET,Bronx,10453,22,1926,C1,111 EAST 182 CORP,45500,1001000,assessed/0.45,1001000,,,True,,,,,False,,2031710044,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3171&lot=44,https://zola.planning.nyc.gov/l/lot/2/3171/44,40.8567726,-73.9022227
15.8,no low-rate-era mortgage found,875 IRVINE STREET,Bronx,10474,35,1925,C1,NYC HOUSING AUTHORITY,45486,1592000,assessed/0.45,1592000,,,True,,,,,False,,2027610003,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2761&lot=3,https://zola.planning.nyc.gov/l/lot/2/2761/3,40.8189164,-73.8888022
15.8,no low-rate-era mortgage found,2237 BATHGATE AVENUE,Bronx,10457,26,1915,C1,BATHGATE  REALTY LLC,45500,1183000,assessed/0.45,1183000,,,True,,,,,False,,2030500086,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3050&lot=86,https://zola.planning.nyc.gov/l/lot/2/3050/86,40.8535916,-73.8930965
15.8,bulk-sale price ignored; no low-rate-era mortgage found,1467 TAYLOR AVENUE,Bronx,10460,30,1930,C1,1467 T LLC,45433,1363000,"assessed/0.45 (sale $3,650,000 looks like bulk)",1363000,3650000,2022-01-20,True,,,,,False,,2038990040,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3899&lot=40,https://zola.planning.nyc.gov/l/lot/2/3899/40,40.8370353,-73.8665610
15.8,maturing soon (est.),1621 65 STREET,Brooklyn,11204,46,1925,C1,65TH ASSOCIATES LLC,68761,3163000,assessed/0.45,3163000,,,True,2019-09-12,392059.04,2029-09-12,38,True,SANTANDER BANK N.A.,3055450074,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019091600591002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5545&lot=74,https://zola.planning.nyc.gov/l/lot/3/5545/74,40.6218249,-73.9940887
15.8,no low-rate-era mortgage found,1684 76 STREET,Brooklyn,11214,20,1931,C1,1684 76TH STREET LLC,45450,909000,assessed/0.45,909000,,,True,,,,,False,,3062360067,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6236&lot=67,https://zola.planning.nyc.gov/l/lot/3/6236/67,40.6142686,-73.9993769
15.8,maturing soon (est.),105 VANDERVEER STREET,Brooklyn,11207,20,1903,D1,VANDERVEER PLAZA LLC,68700,1374000,assessed/0.45,1374000,,,True,2019-09-25,2556625.95,2029-09-25,38,True,"CITI REAL ESTATE FUNDING INC.,",3034710030,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019100600002004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=3471&lot=30,https://zola.planning.nyc.gov/l/lot/3/3471/30,40.6825568,-73.9035815
15.8,est. already matured; satisfaction recorded since,970 BELMONT AVENUE,Brooklyn,11208,28,1925,C1,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",68821,1927000,assessed/0.45,1927000,,,True,2013-12-27,18720000.0,2023-12-27,-31,False,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION,3042490018,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2014011301917013,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=4249&lot=18,https://zola.planning.nyc.gov/l/lot/3/4249/18,40.6737545,-73.8726774
15.8,maturing soon (est.); financed/sold since (may be refinanced),667 OCEAN AVENUE,Brooklyn,11226,49,1938,D1,T & T REALTY ASSOCIATES 11,57571,2821000,assessed/0.45,2821000,,,True,2019-06-18,762393.71,2029-06-18,35,True,NEW YORK COMMUNITY BANK,3051240033,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019062600073002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5124&lot=33,https://zola.planning.nyc.gov/l/lot/3/5124/33,40.6464388,-73.9599681
15.8,no low-rate-era mortgage found,279 OCEAN AVENUE,Brooklyn,11225,23,1924,C1,279 REALTY LLC,45478,1046000,assessed/0.45,1046000,,,True,,,,,False,,3050260331,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5026&lot=331,https://zola.planning.nyc.gov/l/lot/3/5026/331,40.6563316,-73.9617318
15.8,no low-rate-era mortgage found,1683 58 STREET,Brooklyn,11204,23,1926,C1,"PALATI GROUP, LLC",45435,1045000,assessed/0.45,1045000,,,True,,,,,False,,3054970051,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5497&lot=51,https://zola.planning.nyc.gov/l/lot/3/5497/51,40.6247915,-73.9884219
15.8,maturing soon (est.),88-40 144 STREET,Queens,11435,21,1931,C1,"BRIARWOOD GREATER MGMT., LLC",68810,1445000,assessed/0.45,1445000,,,True,2020-03-06,563707.88,2030-03-06,44,True,"JPMORGAN CHASE BANK, N.A.",4096830017,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020032500872004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9683&lot=17,https://zola.planning.nyc.gov/l/lot/4/9683/17,40.7031528,-73.8119181
15.7,no low-rate-era mortgage found,35 WEST 138 STREET,Manhattan,10037,24,1938,C1,"LENOX PRESERVATION CLUSTER VII HDFC, INC .",45542,1093000,assessed/0.45,1093000,,,True,,,,,False,,1017360025,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1736&lot=25,https://zola.planning.nyc.gov/l/lot/1/1736/25,40.8153436,-73.9372474
15.7,no low-rate-era mortgage found,1581 ST NICHOLAS AVENUE,Manhattan,10040,38,1922,C7,601 W.189 ST.RLTY INC.,45632,1734000,assessed/0.45,1734000,,,True,,,,,False,,1021680080,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2168&lot=80,https://zola.planning.nyc.gov/l/lot/1/2168/80,40.8546219,-73.9302698
15.7,no low-rate-era mortgage found,515 WEST 187 STREET,Manhattan,10033,43,1911,D1,187 STREET ASSOCIATES,45535,1958000,assessed/0.45,1958000,,,True,,,,,False,,1021590025,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2159&lot=25,https://zola.planning.nyc.gov/l/lot/1/2159/25,40.8523291,-73.9286094
15.7,maturing soon (est.),4067 LOWERRE PLACE,Bronx,10466,28,1962,C1,4067 LOWERRE PLACE LLC,68857,1928000,assessed/0.45,1928000,,,True,2020-05-07,597384.39,2030-05-07,46,True,NEW YORK COMMUNITY BANK,2048310035,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020051400262001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=4831&lot=35,https://zola.planning.nyc.gov/l/lot/2/4831/35,40.8908213,-73.8602828
15.7,no low-rate-era mortgage found,1288 HOE AVENUE,Bronx,10459,20,1914,C1,BEULAHLAND ASSOCIATES LP,45650,913000,assessed/0.45,913000,,,True,,,,,False,,2029870008,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2987&lot=8,https://zola.planning.nyc.gov/l/lot/2/2987/8,40.8306762,-73.8903292
15.7,no low-rate-era mortgage found,335 EAST 148 STREET,Bronx,10451,36,1906,C1,148 STREET (87) RLTYCP.,45611,1642000,assessed/0.45,1642000,,,True,,,,,False,,2023300051,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2330&lot=51,https://zola.planning.nyc.gov/l/lot/2/2330/51,40.8162417,-73.9204725
15.7,no low-rate-era mortgage found,2118 64 STREET,Brooklyn,11204,24,1931,C1,DEMETRA VASILAKOS,45625,1095000,assessed/0.45,1095000,,,True,,,,,False,,3055500012,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5550&lot=12,https://zola.planning.nyc.gov/l/lot/3/5550/12,40.6153597,-73.9826570
15.7,no low-rate-era mortgage found,755 EAST 9 STREET,Brooklyn,11230,23,1927,C1,MALAK MIKHAIL,45522,1047000,assessed/0.45,1047000,,,True,,,,,False,,3064970065,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6497&lot=65,https://zola.planning.nyc.gov/l/lot/3/6497/65,40.6303706,-73.9679108
15.7,maturing soon (est.); financed/sold since (may be refinanced),605 EAST 16 STREET,Brooklyn,11226,34,1931,C1,DITMAS PARK 605 LLC,59382,2019000,assessed/0.45,2019000,,,True,2019-05-07,231191.0,2029-05-07,34,True,"SANTANDER BANK, N.A.",3052370046,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019050800306003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5237&lot=46,https://zola.planning.nyc.gov/l/lot/3/5237/46,40.6354412,-73.9621076
15.7,no low-rate-era mortgage found,918 EAST 15 STREET,Brooklyn,11230,20,1925,C1,OR FM ASSOCIATES LLC,45650,913000,assessed/0.45,913000,,,True,,,,,False,,3067070014,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6707&lot=14,https://zola.planning.nyc.gov/l/lot/3/6707/14,40.6269927,-73.9620188
15.7,bulk-sale price ignored; maturing soon (est.); financed/sold since (may be refinanced),41-04 159 STREET,Queens,11358,32,1926,C1,41-04 & 41-08 159TH STREET LLC,64656,2069000,"assessed/0.45 (sale $6,400,000 looks like bulk)",2069000,6400000,2023-01-24,True,2019-02-19,3300000.0,2029-02-19,31,True,"SANTANDER BANK, N.A.",4053310024,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2019022101297002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=5331&lot=24,https://zola.planning.nyc.gov/l/lot/4/5331/24,40.7618303,-73.8069080
15.6,bulk-sale price ignored; maturing soon (est.),367 EDGECOMBE AVENUE,Manhattan,10031,23,1906,C1,"WHGA ROBINSON PARK HOUSING DEVELOPMENT F UND CORPORATION, AS NOMINEE",69130,1590000,"assessed/0.45 (sale $9,655,000 looks like bulk)",1590000,9655000,2020-11-17,True,2020-11-17,30440718.0,2030-11-17,52,True,NEW YORK COMMUNITY BANK,1020540015,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020112501419005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2054&lot=15,https://zola.planning.nyc.gov/l/lot/1/2054/15,40.8277683,-73.9412031
15.6,maturing soon (est.); est. already matured; financed/sold since (may be refinanced),3044 ALBANY CRESCENT,Bronx,10463,36,1915,C1,BAH ALBANY HOUSING DEVELOPMENT FUND CORP ORATION,70889,2552000,assessed/0.45,2552000,,,False,2015-03-11,3400000.0,2025-03-11,-16,True,INVESTORS BANK,2032660090,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015031700962002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3266&lot=90,https://zola.planning.nyc.gov/l/lot/2/3266/90,40.8775263,-73.9034904
15.6,no low-rate-era mortgage found,660 EAST 187 STREET,Bronx,10458,26,1906,C7,CHT TRUST,45808,1191000,assessed/0.45,1191000,,,True,,,,,False,,2030740047,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3074&lot=47,https://zola.planning.nyc.gov/l/lot/2/3074/47,40.8544356,-73.8858908
15.6,maturing soon (est.); financed/sold since (may be refinanced),246 EAST 199 STREET,Bronx,10458,47,1923,C1,246 EAST 199 LLC,108511,5100000,recorded sale 2024-02-15,2079000,5100000,2024-02-15,False,2018-11-14,4284710.29,2028-11-14,28,True,NEW YORK COMMUNITY BANK,2033020042,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018112001505005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3302&lot=42,https://zola.planning.nyc.gov/l/lot/2/3302/42,40.8702522,-73.8875847
15.6,no low-rate-era mortgage found,1304 COLLEGE AVENUE,Bronx,10456,26,1923,C1,GRAND CONCOURSE EASTHSG DEV FD CORP.,45808,1191000,assessed/0.45,1191000,,,True,,,,,False,,2027830008,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2783&lot=8,https://zola.planning.nyc.gov/l/lot/2/2783/8,40.8354674,-73.9114728
15.6,maturing soon (est.); financed/sold since (may be refinanced),227 EAST 203 STREET,Bronx,10458,43,1928,D1,227 E 203 REALTY LLC,74419,3200000,recorded sale 2025-07-31,2384000,3200000,2025-07-31,False,2018-11-15,995387.11,2028-11-15,28,True,NEW YORK COMMUNITY BANK,2033090031,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018111900832002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3309&lot=31,https://zola.planning.nyc.gov/l/lot/2/3309/31,40.8739171,-73.8854777
15.6,maturing soon (est.),1165 PUGSLEY AVENUE,Bronx,10472,32,1926,C1,1165 PUGSLEY AVE MB LLC,69031,2209000,assessed/0.45,2209000,,,True,2021-08-31,2269054.39,2031-08-31,61,True,CUSTOMERS BANK,2037920047,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021090300124002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3792&lot=47,https://zola.planning.nyc.gov/l/lot/2/3792/47,40.8305714,-73.8572981
15.6,no low-rate-era mortgage found,1388 PROSPECT AVENUE,Bronx,10459,20,1904,C1,1388 PROSPECT AVENUE,45750,915000,assessed/0.45,915000,,,True,,,,,False,,2029710018,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2971&lot=18,https://zola.planning.nyc.gov/l/lot/2/2971/18,40.8314806,-73.8964420
15.6,no low-rate-era mortgage found,1544 PARK PLACE,Brooklyn,11213,33,1928,C1,1544 PARK ASSOCIATESL.P.,45697,1508000,assessed/0.45,1508000,,,True,,,,,False,,3013740033,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=1374&lot=33,https://zola.planning.nyc.gov/l/lot/3/1374/33,40.6718415,-73.9261566
15.6,maturing soon (est.); financed/sold since (may be refinanced),2041 EAST 7 STREET,Brooklyn,11223,20,1928,C1,2041 REALTY LLC,71950,1439000,assessed/0.45,1439000,,,False,2018-11-15,42651.56,2028-11-15,28,True,CUSTOMERS BANK,3070890060,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018112100098001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=7089&lot=60,https://zola.planning.nyc.gov/l/lot/3/7089/60,40.6007998,-73.9642952
15.6,maturing soon (est.),1902 CORTELYOU ROAD,Brooklyn,11226,37,1928,D1,DRENIS ASSOCIATES LLC,69081,2556000,assessed/0.45,2556000,,,True,2020-11-12,188211.96,2030-11-12,52,True,NEW YORK COMMUNITY BANK,3051620001,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020120300348001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5162&lot=1,https://zola.planning.nyc.gov/l/lot/3/5162/1,40.6427116,-73.9605252
15.6,maturing soon (est.),349 EAST 19 STREET,Brooklyn,11226,37,1937,D1,DITMAS PARK 19 LLC,69135,2558000,assessed/0.45,2558000,,,True,2020-07-28,901742.04,2030-07-28,48,True,"CAPITAL ONE, NATIONAL ASSOCIATION",3051620052,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020080600878022,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5162&lot=52,https://zola.planning.nyc.gov/l/lot/3/5162/52,40.6416108,-73.9602809
15.6,maturing soon (est.); financed/sold since (may be refinanced),144-06 88 AVENUE,Queens,11435,31,1931,C1,JAMAICA SEVEN LLC C/O,72419,2245000,assessed/0.45,2245000,,,False,2018-11-14,48208053.0,2028-11-14,28,True,"MANUFACTURERS AND TRADERS TRUST COMPANY, AS AGENT",4096860015,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018112700765001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9686&lot=15,https://zola.planning.nyc.gov/l/lot/4/9686/15,40.7040524,-73.8114828
15.6,est. already matured,140-07 SPRINGFIELD BLVD,Queens,11413,30,1966,C9,METROGARDEN DEVELOPME,69133,2074000,assessed/0.45,2074000,,,True,2011-10-28,618325.09,2021-10-28,-57,False,NEW YORK COMMUNITY BANK,4130450001,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2011110301383001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=13045&lot=1,https://zola.planning.nyc.gov/l/lot/4/13045/1,40.6718807,-73.7558990
15.6,maturing soon (est.); financed/sold since (may be refinanced),148-15 LOWE COURT,Queens,11435,47,1941,D1,JAMAICA SEVEN LLC C/O,74532,3503000,assessed/0.45,3503000,,,False,2018-11-14,48208053.0,2028-11-14,28,True,"MANUFACTURERS AND TRADERS TRUST COMPANY, AS AGENT",4096780054,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018112700765001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=4&block=9678&lot=54,https://zola.planning.nyc.gov/l/lot/4/9678/54,40.7027982,-73.8065849
15.5,no low-rate-era mortgage found,240 WADSWORTH AVENUE,Manhattan,10033,26,1923,C7,"240 WADSWORTH ASSOCIATES, CORP.",45885,1193000,assessed/0.45,1193000,,,True,,,,,False,,1021670075,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2167&lot=75,https://zola.planning.nyc.gov/l/lot/1/2167/75,40.8524966,-73.9333807
15.5,est. already matured,245 EAST 110 STREET,Manhattan,10029,30,1910,C1,NEW YORK CITY BUILDING MANAGEMENT,69167,2075000,assessed/0.45,2075000,,,True,2013-08-02,381754.23,2023-08-02,-35,False,THE FIRST NATIONAL BANK OF LONG ISLAND,1016600019,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2013081900105002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1660&lot=19,https://zola.planning.nyc.gov/l/lot/1/1660/19,40.7936238,-73.9410166
15.5,no low-rate-era mortgage found,236 EAST 112 STREET,Manhattan,10029,33,1920,C7,239 E. 115 ST. HOUSING DEVELOP. FUND COR P.,45848,1513000,assessed/0.45,1513000,,,True,,,,,False,,1016610035,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1661&lot=35,https://zola.planning.nyc.gov/l/lot/1/1661/35,40.7946392,-73.9407051
15.5,est. already matured; financed/sold since (may be refinanced),3525 PERRY AVENUE,Bronx,10467,50,1940,D1,3525 PERRY LLC,45860,2293000,assessed/0.45,2293000,,,True,2013-06-26,1448664.44,2023-06-26,-37,False,"CAPITAL ONE, NATIONAL ASSOCIATION",2033560014,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2013071500287001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3356&lot=14,https://zola.planning.nyc.gov/l/lot/2/3356/14,40.8797764,-73.8744092
15.5,maturing soon (est.),1701 EASTBURN AVENUE,Bronx,10457,48,1923,C7,"1701 EASTBURN REALTY,",69229,3323000,assessed/0.45,3323000,,,True,2021-07-30,150000.0,2031-07-30,60,True,"JPMORGAN CHASE BANK, N.A.",2027940049,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2021080601265001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2794&lot=49,https://zola.planning.nyc.gov/l/lot/2/2794/49,40.8446079,-73.9087608
15.5,no low-rate-era mortgage found,1772 WEEKS AVENUE,Bronx,10457,21,1916,C1,WEEKS AVE. HOUSING DEVELOPMENT FUND CORP ORATION,45857,963000,assessed/0.45,963000,,,True,,,,,False,,2027970021,,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2797&lot=21,https://zola.planning.nyc.gov/l/lot/2/2797/21,40.8462178,-73.9071647
